中国有线,#genre#
潜江综合,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000270.m3u8
十堰新闻,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000271.m3u8
仙桃综合,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000272.m3u8

纳加测试,#genre#
民視HD,vjms://153.99.180.70:8500:5021/live/cid=450
公视,vjms://153.99.180.70:8500:5021/live/cid=236
CCTV大富,vjms://153.99.180.70:8500:5021/live/cid=170
年代MUCH,vjms://153.99.180.70:8500:5021/live/cid=439
年代新聞,vjms://153.99.180.70:8500:5021/live/cid=455
东森新聞,vjms://153.99.180.70:8500:5021/live/cid=340
中天新聞,vjms://153.99.180.70:8500:5021/live/cid=407
法国时尚,vjms://153.99.180.70:8500:5021/live/cid=399
緯來體育,vjms://153.99.180.70:8500:5021/live/cid=202
緯來日本,vjms://153.99.180.70:8500:5021/live/cid=102
緯來戲劇,vjms://153.99.180.70:8500:5021/live/cid=137
東森綜合,vjms://153.99.180.70:8500:5021/live/cid=333
東森電影,vjms://153.99.180.70:8500:5021/live/cid=338
東森幼幼,vjms://153.99.180.70:8500:5021/live/cid=344
中天綜合,vjms://153.99.180.70:8500:5021/live/cid=341
中天娛樂,vjms://153.99.180.70:8500:5021/live/cid=350
非凡新闻,vjms://153.99.180.70:8500:5021/live/cid=443
八大綜合,vjms://153.99.180.70:8500:5021/live/cid=354
八大第一,vjms://153.99.180.70:8500:5021/live/cid=441
八大戏剧,vjms://153.99.180.70:8500:5021/live/cid=110
三立新闻,vjms://153.99.180.70:8500:5021/live/cid=352
三立都會,vjms://153.99.180.70:8500:5021/live/cid=226
三立臺湾,vjms://153.99.180.70:8500:5021/live/cid=437
國興衛視,vjms://153.99.180.70:8500:5021/live/cid=424
迪士尼卡通,vjms://153.99.180.70:8500:5021/live/cid=361
HBOHD,vjms://153.99.180.70:8500:5021/live/cid=261
HBO原创,vjms://153.99.180.70:8500:5021/live/cid=436
HBO溫馨,vjms://153.99.180.70:8500:5021/live/cid=181
TVBS,vjms://153.99.180.70:8500:5021/live/cid=349
TVBS新聞臺,vjms://153.99.180.70:8500:5021/live/cid=348
TVBS歡樂臺,vjms://153.99.180.70:8500:5021/live/cid=438
博斯高球,vjms://153.99.180.70:8500:5021/live/cid=265
ELTA體育HD,vjms://153.99.180.70:8500:5021/live/cid=266
FOX体育HD,vjms://153.99.180.70:8500:5021/live/cid=95
FOXMovies,vjms://153.99.180.70:8500:5021/live/cid=94
TLC旅游生活,vjms://153.99.180.70:8500:5021/live/cid=103
法國國際五臺,vjms://153.99.180.70:8500:5021/live/cid=396
東森財經新闻,vjms://153.99.180.70:8500:5021/live/cid=456
國家地理HD,vjms://153.99.180.70:8500:5021/live/cid=115
國家地理野生,vjms://153.99.180.70:8500:5021/live/cid=263
AXN,vjms://153.99.180.70:8500:5021/live/cid=2
BBC,vjms://153.99.180.70:8500:5021/live/cid=418
CNN,vjms://153.99.180.70:8500:5021/live/cid=428
CNBC,vjms://153.99.180.70:8500:5021/live/cid=98
FOX,vjms://153.99.180.70:8500:5021/live/cid=97
CN卡通,vjms://153.99.180.70:8500:5021/live/cid=422
DiscoveryAsia,vjms://153.99.180.70:8500:5021/live/cid=440
DiscoveryScience,vjms://153.99.180.70:8500:5021/live/cid=457
动物星球,vjms://153.99.180.70:8500:5021/live/cid=3
鳳凰中文,vjms://153.99.180.70:8500:5021/live/cid=400
鳳凰資訊,vjms://153.99.180.70:8500:5021/live/cid=401
TVB无线新闻臺,vjms://153.99.180.70:8500:5021/live/cid=366
TVB J2,vjms://153.99.180.70:8500:5021/live/cid=368
TVB J2,vjms://153.99.180.70:8500:5021/live/cid=363
明珠台,vjms://153.99.180.70:8500:5021/live/cid=367
TVB有线603,vjms://153.99.180.70:8500:5021/live/cid=364
TVB翡翠臺,vjms://153.99.180.70:8500:5021/live/cid=362
澳亞衛視,vjms://153.99.180.70:8500:5021/live/cid=337
華視HD,vjms://153.99.180.70:8500:5021/live/cid=451
中视HD,vjms://153.99.180.70:8500:5021/live/cid=452
台視HD,vjms://153.99.180.70:8500:5021/live/cid=453
大愛,vjms://153.99.180.70:8500:5021/live/cid=442
壹新闻,vjms://153.99.180.70:8500:5021/live/cid=445
民視新聞,vjms://153.99.180.70:8500:5021/live/cid=454
日本电视台,vjms://153.99.180.70:8500:5021/live/cid=492
日FIGHTING TV,vjms://153.99.180.70:8500:5021/live/cid=408
日-Family theather,vjms://153.99.180.70:8500:5021/live/cid=493
日-kids,vjms://153.99.180.70:8500:5021/live/cid=494
日-J,vjms://153.99.180.70:8500:5021/live/cid=495
日-Discovery,vjms://153.99.180.70:8500:5021/live/cid=496
日-Movie Plus,vjms://153.99.180.70:8500:5021/live/cid=497
日-迪士尼,vjms://153.99.180.70:8500:5021/live/cid=499
日-GOLF NTWORK,vjms://153.99.180.70:8500:5021/live/cid=409
日-Sports ESPN,vjms://153.99.180.70:8500:5021/live/cid=410
日-Sports Plus,vjms://153.99.180.70:8500:5021/live/cid=411
日-Green,vjms://153.99.180.70:8500:5021/live/cid=412
日-GAORA,vjms://153.99.180.70:8500:5021/live/cid=413
日-Sports,vjms://153.99.180.70:8500:5021/live/cid=414
日-sports1,vjms://153.99.180.70:8500:5021/live/cid=415
日-Sports 2,vjms://153.99.180.70:8500:5021/live/cid=416
NHK综合,vjms://153.99.180.70:8500:5021/live/cid=139
Fighting-TV,vjms://153.99.180.70:8500:5021/live/cid=408
GOLF,vjms://153.99.180.70:8500:5021/live/cid=409
J-Sports-3,vjms://153.99.180.70:8500:5021/live/cid=410
J-Sports-4,vjms://153.99.180.70:8500:5021/live/cid=411
BS-GREEN,vjms://153.99.180.70:8500:5021/live/cid=412
GAORA SPORTS,vjms://153.99.180.70:8500:5021/live/cid=413
EX-Sports-TV,vjms://153.99.180.70:8500:5021/live/cid=414

私人收藏_*#02#,#genre#
HAPPY幸福,p2p://fccsovh.pvbox.live:18912/5c18f8fe000ca53ec074293d6d01287b
惊艳HD,p2p://fccsovh.pvbox.live:18912/5c18f9100006a3e2c0746e0708a009f7
彩虹电影,p2p://fccsovh.pvbox.live:18912/5c18f8eb000ca180c073df055bc26b76
彩虹e,p2p://fccsovh.pvbox.live:18912/5c18f8ef000d41c9c073eec574332890
彩虹k,p2p://fccsovh.pvbox.live:18912/5c18f8f300074bdfc073fcde6e553705
HOT星颜,p2p://fccsovh.pvbox.live:18912/5c18f8e80001d046c073d07f7ee742c9
松视1,p2p://fccsovh.pvbox.live:18912/5c18f8fb00064883c0741bdf109f114a
松视2,p2p://fccsovh.pvbox.live:18912/5c18f8f7000d865dc0740e1426765941
松视3,p2p://fccsovh.pvbox.live:18912/5c18f9020004cea3c07436da29307240
香蕉,p2p://fccsovh.pvbox.live:18912/5c18f9090004f8a0c07452412e4e369f
潘多拉粉红,p2p://fccsovh.pvbox.live:18912/5c18f90c000e8229c074606a15084f35
潘多拉完美,p2p://fccsovh.pvbox.live:18912/5c18f905000c08fbc07444661e2e685e
色戒,https://qqc1107.phpdaniu.com/japan/20190829/5fjOUM6C/index.m3u8
苹果,https://qqc1107.phpdaniu.com/japan/20190821/xKAFD0kH/800kb/hls/index.m3u8
丑闻,https://qqc1107.phpdaniu.com/japan/20190821/7vpRqM9k/index.m3u8
为你钟情,https://qqc1107.phpdaniu.com/japan/20190820/zelJotND/800kb/hls/index.m3u8
魔鬼天使,https://qqc1107.phpdaniu.com/japan/20190821/lAEs5Rri/index.m3u8
一路向西,https://qqc1107.phpdaniu.com/japan/20190829/LGzK8FXD/800kb/hls/index.m3u8
蜜桃成熟时,https://qqc1107.phpdaniu.com/japan/20190820/OWLLUzio/index.m3u8
少女潘金莲,https://qqc1107.phpdaniu.com/japan/20190930/mzOygvXT/800kb/hls/index.m3u8
唐朝豪放女,https://qqc1107.phpdaniu.com/japan/20190930/sy8A0Lc6/index.m3u8
金瓶梅【上集】,https://qqc1107.phpdaniu.com/japan/20190829/6iLi5qMz/800kb/hls/index.m3u8
金瓶梅【下集】,https://qqc1107.phpdaniu.com/japan/20190829/FQIZJjXg/index.m3u8
美人图【第一集】,https://qqc1107.phpdaniu.com/japan/20190820/TQzYp0CW/800kb/hls/index.m3u8
美人图【第二集】,https://qqc1107.phpdaniu.com/japan/20190820/aVMEPQGA/index.m3u8
南洋十大邪术,https://qqc1107.phpdaniu.com/japan/20190829/weqi6SFY/800kb/hls/index.m3u8
爱人情人爱诱惑,https://qqc1107.phpdaniu.com/japan/20190821/XIo5Lk08/800kb/hls/index.m3u8
玉蒲团之玉女心经,https://qqc1107.phpdaniu.com/japan/20190820/VSPnfvCr/800kb/hls/index.m3u8
肉蒲团之极乐宝鉴,https://qqc1107.phpdaniu.com/japan/20190829/CMS8vhEX/index.m3u8
色即是空【前篇】,https://qqc1107.phpdaniu.com/japan/20190821/q5eiqO19/800kb/hls/index.m3u8
色即是空【后篇】,https://qqc1107.phpdaniu.com/japan/20190821/Lg2355tx/index.m3u8
满清十大酷刑【赤裸凌迟】,https://qqc1107.phpdaniu.com/japan/20190829/LR1VP55H/800kb/hls/index.m3u8
3P插到潮喷,https://qqc1107.phpdaniu.com/japan/20191013/lcMXHzfW/500kb/hls/index.m3u8
牛仔裤女郎,https://qqc1107.phpdaniu.com/japan/20191013/jz4knROn/500kb/hls/index.m3u8
操到翻白眼,https://qqc1107.phpdaniu.com/japan/wuma/031116-519_06/index.m3u8
爆弹肉体小衣,https://qqc1107.phpdaniu.com/japan/20191013/S9iMljUH/500kb/hls/index.m3u8
被秒插却很爽,https://qqc1107.phpdaniu.com/japan/20191013/TnoqbCFH/500kb/hls/index.m3u8
大轮奸性感空姐,https://qqc1107.phpdaniu.com/japan/ZW0910/AITV4deO/index.m3u8
美少妇全穴中出,https://qqc1107.phpdaniu.com/japan/ZW0910/8F8YJ4lB/800kb/hls/index.m3u8
让少妇淫叫潮吹,https://qqc1107.phpdaniu.com/japan/20191101/M5PFQupR/index.m3u8
女孩的最终幻想,https://qqc1107.phpdaniu.com/oumei/2019922/qqc002/1000kb/hls/index.m3u8
小猫咪搬的女孩,https://qqc1107.phpdaniu.com/oumei/2019922/qqc001/index.m3u8
加藤椿是我老婆,https://qqc1107.phpdaniu.com/japan/20191013/P0ITeExQ/index.m3u8
和你老婆来一炮,https://qqc1107.phpdaniu.com/japan/20191013/wC5HedHl/index.m3u8
我老婆是雾岛樱的话,https://qqc1107.phpdaniu.com/japan/20191013/uh131Qgy/index.m3u8
朋友的女友西野亚子,https://qqc1107.phpdaniu.com/japan/20191013/Wny3sG2o/500kb/hls/index.m3u8
热吻浓情干炮【江波凉】,https://qqc1107.phpdaniu.com/japan/20191003/040518_667/index.m3u8
喷精快手松本芽依精选,https://qqc1107.phpdaniu.com/japan/20191013/alQxYPic/500kb/hls/index.m3u8
喷精快手上原麻衣精选,https://qqc1107.phpdaniu.com/japan/20191013/LdqeJHSd/index.m3u8
淫乱小穴操到爆射大满足,https://qqc1107.phpdaniu.com/japan/20191013/ijyp7jqd/index.m3u8
被隔壁的巨乳大姐榨干了,https://qqc1107.phpdaniu.com/japan/20191013/YUTeYB6h/500kb/hls/index.m3u8
超淫荡美少妇的激情爱爱,https://qqc1107.phpdaniu.com/japan/20191013/NQ1YjAsl/index.m3u8
美穴欣赏【叶山瞳】,https://qqc1107.phpdaniu.com/japan/20191013/EMDCPRKl/index.m3u8
美穴欣赏【麻生希】,https://qqc1107.phpdaniu.com/japan/20191013/VBDebMeI/500kb/hls/index.m3u8
